user_id,order_id,Date,Amount,Merchant_id,Purchase_status,Merchant_name,Rate_pct,User_id,First_tran_date,Location,Age,Gender,Revenue,Weekday,Type_user
370022,5316653792,2020-04-11,10000.0,13,0,Mobifone,3,370022,2019-07-03,Other Cities,23_to_27,Female,300.0,Saturday,Current
373993,7105025592,2020-09-14,50000.0,13,1,Mobifone,3,373993,2019-08-23,Ho Chi Minh City,>37,Male,1500.0,Monday,Current
375442,4390248344,2020-01-22,10000.0,14,0,Vinaphone,4,375442,2018-01-23,Other Cities,28_to_32,Male,400.0,Wednesday,Current
382025,6888731653,2020-08-30,20000.0,12,0,Viettel,2,382025,2020-06-12,Ha Noi,unknown,Female,400.0,Sunday,Current
384527,7176122116,2020-09-18,100000.0,13,0,Mobifone,3,384527,2018-03-20,Other Cities,unknown,Female,3000.0,Friday,Current
390019,7441649621,2020-10-05,50000.0,12,0,Viettel,2,390019,2016-02-09,Ho Chi Minh City,>37,Female,1000.0,Monday,Current
424219,4983054954,2020-03-08,30000.0,12,0,Viettel,2,424219,2019-09-07,Ho Chi Minh City,33_to_37,Male,600.0,Sunday,Current
429378,4871333907,2020-02-24,10000.0,12,0,Viettel,2,429378,2019-02-09,Ho Chi Minh City,>37,Male,200.0,Monday,Current
430351,7898099259,2020-11-04,10000.0,12,0,Viettel,2,430351,2020-10-24,Other Cities,28_to_32,Female,200.0,Wednesday,Current
432820,8674102725,2020-12-28,50000.0,12,0,Viettel,2,432820,2020-06-05,Other Cities,23_to_27,Female,1000.0,Monday,Current
433921,4188833541,2020-01-03,100000.0,13,1,Mobifone,3,433921,2018-06-29,Other Cities,28_to_32,Male,3000.0,Friday,Current
449261,6699285721,2020-08-15,20000.0,13,0,Mobifone,3,449261,2019-07-02,Other Cities,28_to_32,Male,600.0,Saturday,Current
449447,4943635566,2020-03-04,50000.0,12,0,Viettel,2,449447,2016-06-12,Ho Chi Minh City,28_to_32,Male,1000.0,Wednesday,Current
450416,7170318318,2020-09-17,10000.0,13,0,Mobifone,3,450416,2019-07-17,Ha Noi,33_to_37,Male,300.0,Thursday,Current
451361,7992552770,2020-11-11,10000.0,13,0,Mobifone,3,451361,2019-08-22,Other Cities,33_to_37,Male,300.0,Wednesday,Current
454441,6836449985,2020-08-26,50000.0,13,0,Mobifone,3,454441,2020-04-16,Other Cities,33_to_37,Male,1500.0,Wednesday,Current
500684,8025215576,2020-11-13,20000.0,12,0,Viettel,2,500684,2019-11-13,Other Cities,23_to_27,Male,400.0,Friday,Current
517239,5675728258,2020-05-19,30000.0,14,0,Vinaphone,4,517239,2018-01-10,Ho Chi Minh City,>37,Male,1200.0,Tuesday,Current
517239,6474071479,2020-07-29,30000.0,14,0,Vinaphone,4,517239,2018-01-10,Ho Chi Minh City,>37,Male,1200.0,Wednesday,Current
522188,6079965472,2020-06-26,20000.0,12,0,Viettel,2,522188,2017-03-13,Ho Chi Minh City,unknown,Male,400.0,Friday,Current
522534,7481876771,2020-10-08,30000.0,13,0,Mobifone,3,522534,2019-02-27,Other Cities,unknown,Male,900.0,Thursday,Current
551058,7544689880,2020-10-12,20000.0,13,0,Mobifone,3,551058,2018-07-03,Other Cities,33_to_37,Male,600.0,Monday,Current
555746,6715260815,2020-08-16,100000.0,12,0,Viettel,2,555746,2020-04-12,Ho Chi Minh City,>37,Female,2000.0,Sunday,Current
561160,6216599456,2020-07-08,20000.0,12,0,Viettel,2,561160,2020-03-27,Other Cities,28_to_32,Male,400.0,Wednesday,Current
582000,8344860958,2020-12-07,100000.0,12,1,Viettel,2,582000,2019-09-06,Ho Chi Minh City,28_to_32,Male,2000.0,Monday,Current
644824,7362695016,2020-09-29,20000.0,12,0,Viettel,2,644824,2020-09-29,Other Cities,unknown,Male,400.0,Tuesday,New
646331,4633582253,2020-02-05,100000.0,14,1,Vinaphone,4,646331,2019-09-10,Ho Chi Minh City,33_to_37,Female,4000.0,Wednesday,Current
650697,7090185361,2020-09-13,20000.0,12,0,Viettel,2,650697,2018-02-28,Other Cities,>37,Male,400.0,Sunday,Current
653029,4361115633,2020-01-20,10000.0,12,0,Viettel,2,653029,2017-05-20,Ho Chi Minh City,28_to_32,Male,200.0,Monday,Current
657934,8262818108,2020-12-01,10000.0,12,0,Viettel,2,657934,2016-11-17,Other Cities,23_to_27,Female,200.0,Tuesday,Current
667883,6922654173,2020-09-02,50000.0,14,0,Vinaphone,4,667883,2019-11-18,Other Cities,unknown,Male,2000.0,Wednesday,Current
673257,5677297658,2020-05-20,30000.0,13,0,Mobifone,3,673257,2019-10-05,Ho Chi Minh City,>37,Male,900.0,Wednesday,Current
684940,8314526775,2020-12-04,50000.0,12,0,Viettel,2,684940,2019-03-06,Ho Chi Minh City,33_to_37,Male,1000.0,Friday,Current
697389,8087677451,2020-11-18,100000.0,12,0,Viettel,2,697389,2018-09-13,Ha Noi,23_to_27,Male,2000.0,Wednesday,Current
700692,5546102340,2020-05-07,100000.0,13,1,Mobifone,3,700692,2019-07-10,Other Cities,unknown,Female,3000.0,Thursday,Current
703879,8217106691,2020-11-27,10000.0,13,0,Mobifone,3,703879,2020-07-07,Other Cities,unknown,Male,300.0,Friday,Current
705530,7215509780,2020-09-20,10000.0,13,0,Mobifone,3,705530,2020-06-25,Other Cities,18_to_22,Female,300.0,Sunday,Current
709068,7162752896,2020-09-17,10000.0,14,0,Vinaphone,4,709068,2019-06-29,Ha Noi,28_to_32,Male,400.0,Thursday,Current
726168,6029884191,2020-06-22,20000.0,15,0,Vietnamobile,4,726168,2016-05-20,Ho Chi Minh City,33_to_37,Male,800.0,Monday,Current
735298,5283207472,2020-04-07,30000.0,13,0,Mobifone,3,735298,2019-11-15,Ho Chi Minh City,28_to_32,Female,900.0,Tuesday,Current
738855,4771755609,2020-02-14,10000.0,12,0,Viettel,2,738855,2018-06-28,Other Cities,33_to_37,Male,200.0,Friday,Current
751694,6110002312,2020-06-29,10000.0,13,1,Mobifone,3,751694,2019-02-19,Other Cities,23_to_27,Male,300.0,Monday,Current
755450,5044277634,2020-03-14,50000.0,13,1,Mobifone,3,755450,2018-11-17,Other Cities,unknown,Female,1500.0,Saturday,Current
794764,7657428813,2020-10-18,100000.0,12,1,Viettel,2,794764,2018-11-08,Ho Chi Minh City,33_to_37,Female,2000.0,Sunday,Current
796379,5947651628,2020-06-16,20000.0,14,0,Vinaphone,4,796379,2017-12-04,Other Cities,33_to_37,Male,800.0,Tuesday,Current
801001,5016830977,2020-03-12,10000.0,13,0,Mobifone,3,801001,2019-04-10,Ho Chi Minh City,unknown,Female,300.0,Thursday,Current
807995,5490558238,2020-04-30,10000.0,12,0,Viettel,2,807995,2019-11-30,Other Cities,unknown,Female,200.0,Thursday,Current
866679,5771900017,2020-05-29,10000.0,13,0,Mobifone,3,866679,2019-04-17,Ho Chi Minh City,33_to_37,Female,300.0,Friday,Current
879075,5192133636,2020-03-28,100000.0,13,1,Mobifone,3,879075,2019-01-29,Ho Chi Minh City,>37,Male,3000.0,Saturday,Current
879753,5836766384,2020-06-05,50000.0,13,0,Mobifone,3,879753,2020-02-16,Other Cities,unknown,Male,1500.0,Friday,Current
888700,7510428284,2020-10-10,30000.0,12,0,Viettel,2,888700,2018-06-24,Other Cities,23_to_27,Male,600.0,Saturday,Current
895279,6405042530,2020-07-23,50000.0,12,0,Viettel,2,895279,2019-09-08,Ho Chi Minh City,28_to_32,Female,1000.0,Thursday,Current
901090,5775071257,2020-05-29,10000.0,12,0,Viettel,2,901090,2020-03-22,Other Cities,unknown,Male,200.0,Friday,Current
907077,7188104013,2020-09-18,50000.0,13,1,Mobifone,3,907077,2020-06-30,Ho Chi Minh City,>37,Male,1500.0,Friday,Current
917241,5042888486,2020-03-14,50000.0,13,0,Mobifone,3,917241,2017-06-28,Ho Chi Minh City,28_to_32,Male,1500.0,Saturday,Current
920087,6278584579,2020-07-13,20000.0,12,0,Viettel,2,920087,2020-05-24,Ho Chi Minh City,18_to_22,Female,400.0,Monday,Current
923388,4853840961,2020-02-22,50000.0,12,0,Viettel,2,923388,2018-09-01,Other Cities,28_to_32,Male,1000.0,Saturday,Current
931175,7164162253,2020-09-17,50000.0,13,0,Mobifone,3,931175,2019-10-17,Ho Chi Minh City,unknown,Male,1500.0,Thursday,Current
933369,5224038659,2020-04-01,10000.0,14,0,Vinaphone,4,933369,2018-07-31,Ho Chi Minh City,28_to_32,Female,400.0,Wednesday,Current
936612,6210554679,2020-07-13,10000.0,13,0,Mobifone,3,936612,2018-08-16,Ho Chi Minh City,33_to_37,Female,300.0,Monday,Current
943727,7007022005,2020-09-08,50000.0,12,0,Viettel,2,943727,2020-02-28,Other Cities,33_to_37,Male,1000.0,Tuesday,Current
945193,5148755291,2020-03-24,30000.0,14,1,Vinaphone,4,945193,2016-01-01,Unknown,33_to_37,Female,1200.0,Tuesday,Current
952392,7869172068,2020-11-02,100000.0,14,1,Vinaphone,4,952392,2020-07-11,Ho Chi Minh City,>37,Female,4000.0,Monday,Current
953863,6623029258,2020-08-09,200000.0,12,1,Viettel,2,953863,2020-07-07,Ho Chi Minh City,28_to_32,Male,4000.0,Sunday,Current
967546,7028669997,2020-09-22,20000.0,13,0,Mobifone,3,967546,2019-04-12,Other Cities,23_to_27,Female,600.0,Tuesday,Current
967948,8672800182,2020-12-28,200000.0,12,1,Viettel,2,967948,2020-12-10,Ho Chi Minh City,33_to_37,Female,4000.0,Monday,New
991724,6766043962,2020-08-20,30000.0,13,0,Mobifone,3,991724,2019-11-06,Unknown,unknown,Female,900.0,Thursday,Current
995105,7959412719,2020-11-09,20000.0,12,0,Viettel,2,995105,2019-12-04,Other Cities,unknown,Male,400.0,Monday,Current
997497,5665413496,2020-05-18,50000.0,15,1,Vietnamobile,4,997497,2017-04-03,Ho Chi Minh City,>37,Male,2000.0,Monday,Current
1005336,4488297790,2020-01-30,10000.0,13,0,Mobifone,3,1005336,2019-02-15,Other Cities,28_to_32,Male,300.0,Thursday,Current
1008484,7322260452,2020-09-26,50000.0,15,0,Vietnamobile,4,1008484,2020-01-21,Ho Chi Minh City,>37,Male,2000.0,Saturday,Current
1012282,8118488629,2020-11-28,300000.0,14,1,Vinaphone,4,1012282,2018-09-26,Ho Chi Minh City,>37,Female,12000.0,Saturday,Current
1013691,6202822920,2020-07-07,10000.0,13,0,Mobifone,3,1013691,2020-01-24,Ho Chi Minh City,28_to_32,Female,300.0,Tuesday,Current
1020469,6271621308,2020-07-12,50000.0,13,0,Mobifone,3,1020469,2020-02-24,Unknown,18_to_22,Male,1500.0,Sunday,Current
1020897,4203743220,2020-01-05,50000.0,12,0,Viettel,2,1020897,2019-08-16,Ho Chi Minh City,33_to_37,Male,1000.0,Sunday,Current
1034093,4486991114,2020-01-30,100000.0,13,0,Mobifone,3,1034093,2019-03-23,Ho Chi Minh City,>37,Female,3000.0,Thursday,Current
1046729,4778359908,2020-02-14,50000.0,12,0,Viettel,2,1046729,2018-08-01,Other Cities,23_to_27,Male,1000.0,Friday,Current
1070025,8709280828,2020-12-31,20000.0,12,0,Viettel,2,1070025,2018-03-20,Ho Chi Minh City,33_to_37,Male,400.0,Thursday,Current
1081014,4367053025,2020-01-21,10000.0,12,0,Viettel,2,1081014,2017-09-01,Ho Chi Minh City,33_to_37,Female,200.0,Tuesday,Current
1085017,7244537686,2020-09-22,100000.0,14,1,Vinaphone,4,1085017,2019-03-23,Ho Chi Minh City,33_to_37,Male,4000.0,Tuesday,Current
1093979,8721688558,2020-12-31,50000.0,14,0,Vinaphone,4,1093979,2019-08-01,Other Cities,unknown,Male,2000.0,Thursday,Current
1094909,8171708781,2020-11-24,20000.0,13,0,Mobifone,3,1094909,2019-06-22,Ho Chi Minh City,33_to_37,Female,600.0,Tuesday,Current
1105034,5910689671,2020-06-12,10000.0,12,0,Viettel,2,1105034,2018-08-27,Other Cities,23_to_27,Male,200.0,Friday,Current
1120626,6140740466,2020-07-01,30000.0,13,0,Mobifone,3,1120626,2019-10-10,Other Cities,33_to_37,Male,900.0,Wednesday,Current
1126404,4426159738,2020-01-25,50000.0,12,0,Viettel,2,1126404,2018-03-01,Ho Chi Minh City,33_to_37,Male,1000.0,Saturday,Current
1129794,7992545730,2020-11-11,30000.0,12,0,Viettel,2,1129794,2020-08-29,Other Cities,33_to_37,Male,600.0,Wednesday,Current
1130420,5969879830,2020-06-30,200000.0,12,1,Viettel,2,1130420,2020-04-17,Other Cities,23_to_27,Male,4000.0,Tuesday,Current
1135515,8124289227,2020-11-20,10000.0,14,0,Vinaphone,4,1135515,2019-08-25,Ho Chi Minh City,33_to_37,Male,400.0,Friday,Current
1140510,6822024590,2020-08-25,50000.0,13,0,Mobifone,3,1140510,2018-10-31,Other Cities,33_to_37,Female,1500.0,Tuesday,Current
1147922,8158925209,2020-11-23,10000.0,13,0,Mobifone,3,1147922,2016-12-21,Other Cities,28_to_32,Male,300.0,Monday,Current
1187444,5781020022,2020-05-30,20000.0,12,0,Viettel,2,1187444,2019-05-31,Other Cities,33_to_37,Female,400.0,Saturday,Current
1189483,6702060139,2020-08-15,50000.0,13,1,Mobifone,3,1189483,2019-04-19,Other Cities,unknown,Female,1500.0,Saturday,Current
1197234,4231365903,2020-01-08,20000.0,12,0,Viettel,2,1197234,2019-12-05,Ho Chi Minh City,23_to_27,Male,400.0,Wednesday,Current
1223919,5195205592,2020-03-28,200000.0,12,0,Viettel,2,1223919,2020-02-06,Ho Chi Minh City,unknown,Male,4000.0,Saturday,Current
1265273,8273236257,2020-12-01,100000.0,14,0,Vinaphone,4,1265273,2020-10-09,Ho Chi Minh City,18_to_22,Male,4000.0,Tuesday,Current
1279700,6204500812,2020-07-07,10000.0,12,0,Viettel,2,1279700,2017-11-06,Other Cities,unknown,Male,200.0,Tuesday,Current
1282734,5582806059,2020-05-11,50000.0,12,0,Viettel,2,1282734,2020-03-07,Ho Chi Minh City,23_to_27,Female,1000.0,Monday,Current
1288055,4903622177,2020-02-28,50000.0,13,1,Mobifone,3,1288055,2019-06-09,Other Cities,unknown,Male,1500.0,Friday,Current
1299282,6008373981,2020-06-20,20000.0,12,0,Viettel,2,1299282,2017-10-19,Other Cities,28_to_32,Male,400.0,Saturday,Current
1302371,7587943366,2020-10-14,20000.0,13,0,Mobifone,3,1302371,2020-08-27,Ho Chi Minh City,33_to_37,Female,600.0,Wednesday,Current
1311045,6534071503,2020-08-02,50000.0,13,0,Mobifone,3,1311045,2020-04-18,Ho Chi Minh City,>37,Male,1500.0,Sunday,Current
1354481,4384715863,2020-01-22,50000.0,14,0,Vinaphone,4,1354481,2017-06-03,Other Cities,33_to_37,Male,2000.0,Wednesday,Current
1354945,5627365188,2020-05-15,20000.0,13,0,Mobifone,3,1354945,2019-12-02,Ho Chi Minh City,23_to_27,Male,600.0,Friday,Current
1362547,8497941335,2020-12-18,500000.0,15,1,Vietnamobile,4,1362547,2018-04-25,Ho Chi Minh City,23_to_27,Male,20000.0,Friday,Current
1371994,4926248380,2020-03-10,20000.0,13,0,Mobifone,3,1371994,2016-11-18,Ho Chi Minh City,28_to_32,Male,600.0,Tuesday,Current
1376496,5498226329,2020-05-01,50000.0,13,0,Mobifone,3,1376496,2020-04-09,Other Cities,28_to_32,Male,1500.0,Friday,Current
1379875,5513379402,2020-05-03,30000.0,13,0,Mobifone,3,1379875,2016-12-12,Ho Chi Minh City,28_to_32,Female,900.0,Sunday,Current
1405006,7028513000,2020-09-09,10000.0,14,0,Vinaphone,4,1405006,2018-04-19,Other Cities,>37,Male,400.0,Wednesday,Current
1426056,4601660002,2020-02-04,50000.0,13,0,Mobifone,3,1426056,2018-09-05,Other Cities,28_to_32,Male,1500.0,Tuesday,Current
1446781,5109591318,2020-03-20,100000.0,12,0,Viettel,2,1446781,2019-02-24,Other Cities,23_to_27,Male,2000.0,Friday,Current
1458272,6173272708,2020-07-10,30000.0,12,0,Viettel,2,1458272,2019-11-30,Other Cities,23_to_27,Female,600.0,Friday,Current
1466315,7907685816,2020-11-05,20000.0,14,0,Vinaphone,4,1466315,2018-10-24,Ha Noi,unknown,Male,800.0,Thursday,Current
1473606,8695161489,2020-12-30,50000.0,12,1,Viettel,2,1473606,2020-06-07,Other Cities,23_to_27,Male,1000.0,Wednesday,Current
1474153,7995778261,2020-11-11,30000.0,13,0,Mobifone,3,1474153,2019-03-07,Ho Chi Minh City,33_to_37,Male,900.0,Wednesday,Current
1484540,8276976348,2020-12-02,20000.0,12,0,Viettel,2,1484540,2020-08-16,Ho Chi Minh City,33_to_37,Male,400.0,Wednesday,Current
1495343,6000441244,2020-06-19,10000.0,12,0,Viettel,2,1495343,2018-03-30,Other Cities,28_to_32,Male,200.0,Friday,Current
1500994,5265194084,2020-04-06,100000.0,13,1,Mobifone,3,1500994,2019-08-22,Ho Chi Minh City,18_to_22,Female,3000.0,Monday,Current
1501918,8370421061,2020-12-09,10000.0,12,0,Viettel,2,1501918,2020-11-02,Other Cities,>37,Male,200.0,Wednesday,Current
1520275,5356554515,2020-04-16,200000.0,13,1,Mobifone,3,1520275,2019-12-29,Unknown,unknown,Female,6000.0,Thursday,Current
1533849,6741800991,2020-08-18,30000.0,13,0,Mobifone,3,1533849,2019-06-27,Other Cities,>37,Female,900.0,Tuesday,Current
1553625,5480247956,2020-04-29,20000.0,12,0,Viettel,2,1553625,2018-04-09,Other Cities,28_to_32,Male,400.0,Wednesday,Current
1556546,5212844700,2020-03-30,10000.0,13,0,Mobifone,3,1556546,2020-02-16,Ho Chi Minh City,23_to_27,Female,300.0,Monday,Current
1560215,4990301181,2020-03-09,50000.0,13,0,Mobifone,3,1560215,2019-08-15,Other Cities,23_to_27,Female,1500.0,Monday,Current
1598936,5830754435,2020-06-04,200000.0,12,0,Viettel,2,1598936,2018-06-30,Other Cities,>37,Male,4000.0,Thursday,Current
1599263,5902879151,2020-06-12,100000.0,13,1,Mobifone,3,1599263,2016-10-26,Ho Chi Minh City,28_to_32,Female,3000.0,Friday,Current
1605871,7750234779,2020-10-25,50000.0,12,0,Viettel,2,1605871,2019-12-26,Ho Chi Minh City,33_to_37,Female,1000.0,Sunday,Current
1606616,7609958819,2020-10-15,100000.0,12,1,Viettel,2,1606616,2019-02-04,Ho Chi Minh City,28_to_32,Male,2000.0,Thursday,Current
1618477,7812733393,2020-10-30,20000.0,12,0,Viettel,2,1618477,2020-04-27,Other Cities,28_to_32,Male,400.0,Friday,Current
1622554,4246158219,2020-01-09,20000.0,12,0,Viettel,2,1622554,2019-09-14,Other Cities,23_to_27,Male,400.0,Thursday,Current
1623673,7738801605,2020-10-24,50000.0,12,0,Viettel,2,1623673,2017-12-20,Other Cities,>37,Male,1000.0,Saturday,Current
1636911,4372232735,2020-01-21,100000.0,12,0,Viettel,2,1636911,2018-03-28,Other Cities,23_to_27,Male,2000.0,Tuesday,Current
1638572,6146561266,2020-07-02,50000.0,12,0,Viettel,2,1638572,2016-02-14,Ho Chi Minh City,33_to_37,Female,1000.0,Thursday,Current
1641361,7446523117,2020-10-05,20000.0,13,0,Mobifone,3,1641361,2018-08-11,Other Cities,23_to_27,Male,600.0,Monday,Current
1644677,8449839947,2020-12-29,10000.0,13,0,Mobifone,3,1644677,2019-07-24,Other Cities,18_to_22,Male,300.0,Tuesday,Current
1647743,6226341223,2020-07-08,20000.0,13,0,Mobifone,3,1647743,2020-04-14,Ho Chi Minh City,28_to_32,Male,600.0,Wednesday,Current
1665666,8115268012,2020-11-20,100000.0,13,1,Mobifone,3,1665666,2020-06-22,Other Cities,33_to_37,Male,3000.0,Friday,Current
1666093,5904718067,2020-06-12,50000.0,12,0,Viettel,2,1666093,2020-05-08,Ho Chi Minh City,28_to_32,Male,1000.0,Friday,Current
1686941,5051014205,2020-03-15,20000.0,13,0,Mobifone,3,1686941,2018-09-26,Other Cities,unknown,Female,600.0,Sunday,Current
1694046,4926846390,2020-03-02,50000.0,15,0,Vietnamobile,4,1694046,2019-01-21,Ho Chi Minh City,28_to_32,Female,2000.0,Monday,Current
1734909,6824437445,2020-08-25,20000.0,12,0,Viettel,2,1734909,2018-11-16,Other Cities,23_to_27,Male,400.0,Tuesday,Current
1738631,8273966208,2020-12-01,20000.0,13,1,Mobifone,3,1738631,2020-08-26,Other Cities,>37,Male,600.0,Tuesday,Current
1741012,5962637627,2020-06-17,10000.0,13,0,Mobifone,3,1741012,2017-08-04,Ho Chi Minh City,28_to_32,Female,300.0,Wednesday,Current
1762340,6663607216,2020-08-12,50000.0,14,0,Vinaphone,4,1762340,2018-11-30,Ho Chi Minh City,28_to_32,Male,2000.0,Wednesday,Current
1763134,8630820057,2020-12-25,50000.0,13,1,Mobifone,3,1763134,2020-08-10,Ho Chi Minh City,33_to_37,Male,1500.0,Friday,Current
1763134,8630820057,2020-12-25,50000.0,13,1,Mobifone,3,1763134,2020-08-10,Ho Chi Minh City,28_to_32,Female,1500.0,Friday,Current
1763134,8654032967,2020-12-27,10000.0,13,1,Mobifone,3,1763134,2020-08-10,Ho Chi Minh City,33_to_37,Male,300.0,Sunday,Current
1763134,8654032967,2020-12-27,10000.0,13,1,Mobifone,3,1763134,2020-08-10,Ho Chi Minh City,28_to_32,Female,300.0,Sunday,Current
1774511,8601983949,2020-12-23,50000.0,12,0,Viettel,2,1774511,2018-12-20,Other Cities,23_to_27,Male,1000.0,Wednesday,Current
1784097,6886826083,2020-08-30,50000.0,13,0,Mobifone,3,1784097,2020-02-07,Other Cities,unknown,Male,1500.0,Sunday,Current
1784099,5544045249,2020-05-06,100000.0,13,1,Mobifone,3,1784099,2018-02-15,Other Cities,28_to_32,Female,3000.0,Wednesday,Current
1788538,6978137520,2020-09-06,50000.0,13,0,Mobifone,3,1788538,2019-02-28,Other Cities,33_to_37,Male,1500.0,Sunday,Current
1811779,6272797897,2020-07-12,10000.0,15,0,Vietnamobile,4,1811779,2019-05-07,Ho Chi Minh City,28_to_32,Male,400.0,Sunday,Current
1815244,5347085517,2020-04-28,100000.0,12,0,Viettel,2,1815244,2019-06-11,Other Cities,18_to_22,Male,2000.0,Tuesday,Current
1853028,6257387778,2020-07-11,20000.0,13,0,Mobifone,3,1853028,2019-03-02,Other Cities,>37,Female,600.0,Saturday,Current
1880491,4282262855,2020-01-13,50000.0,14,1,Vinaphone,4,1880491,2017-03-05,Ho Chi Minh City,33_to_37,Male,2000.0,Monday,Current
1881754,5350489641,2020-04-15,10000.0,14,0,Vinaphone,4,1881754,2019-07-10,Ha Noi,33_to_37,Male,400.0,Wednesday,Current
1891579,8087320461,2020-11-30,100000.0,13,1,Mobifone,3,1891579,2018-04-12,Ho Chi Minh City,23_to_27,Male,3000.0,Monday,Current
1912960,6867413727,2020-08-28,100000.0,12,0,Viettel,2,1912960,2019-07-28,Ho Chi Minh City,>37,Female,2000.0,Friday,Current
1913011,6546743357,2020-08-02,100000.0,12,1,Viettel,2,1913011,2019-10-04,Other Cities,28_to_32,Male,2000.0,Sunday,Current
1929207,5648272169,2020-05-17,10000.0,12,0,Viettel,2,1929207,2019-02-11,Other Cities,unknown,Female,200.0,Sunday,Current
1945300,6062084074,2020-06-25,200000.0,13,1,Mobifone,3,1945300,2019-07-14,Other Cities,33_to_37,Male,6000.0,Thursday,Current
1949098,5767029604,2020-05-29,30000.0,13,1,Mobifone,3,1949098,2017-12-21,Unknown,unknown,Female,900.0,Friday,Current
1965650,4971619225,2020-03-06,20000.0,13,0,Mobifone,3,1965650,2019-03-05,Ho Chi Minh City,unknown,Female,600.0,Friday,Current
1973506,7068269305,2020-09-11,10000.0,12,0,Viettel,2,1973506,2019-02-22,Other Cities,23_to_27,Female,200.0,Friday,Current
1973584,4780761672,2020-02-14,10000.0,13,0,Mobifone,3,1973584,2019-09-29,Ho Chi Minh City,unknown,Female,300.0,Friday,Current
